iso3,crop_reduction_month_1,crop_reduction_month_2,crop_reduction_month_3,crop_reduction_month_4,crop_reduction_month_5,crop_reduction_month_6,crop_reduction_month_7,crop_reduction_month_8,crop_reduction_month_9,crop_reduction_month_10,crop_reduction_month_11,crop_reduction_month_12,crop_reduction_month_13,crop_reduction_month_14,crop_reduction_month_15,crop_reduction_month_16,crop_reduction_month_17,crop_reduction_month_18,crop_reduction_month_19,crop_reduction_month_20,crop_reduction_month_21,crop_reduction_month_22,crop_reduction_month_23,crop_reduction_month_24,crop_reduction_month_25,crop_reduction_month_26,crop_reduction_month_27,crop_reduction_month_28,crop_reduction_month_29,crop_reduction_month_30,crop_reduction_month_31,crop_reduction_month_32,crop_reduction_month_33,crop_reduction_month_34,crop_reduction_month_35,crop_reduction_month_36,crop_reduction_month_37,crop_reduction_month_38,crop_reduction_month_39,crop_reduction_month_40,crop_reduction_month_41,crop_reduction_month_42,crop_reduction_month_43,crop_reduction_month_44,crop_reduction_month_45,crop_reduction_month_46,crop_reduction_month_47,crop_reduction_month_48,crop_reduction_month_49,crop_reduction_month_50,crop_reduction_month_51,crop_reduction_month_52,crop_reduction_month_53,crop_reduction_month_54,crop_reduction_month_55,crop_reduction_month_56,crop_reduction_month_57,crop_reduction_month_58,crop_reduction_month_59,crop_reduction_month_60,crop_reduction_month_61,crop_reduction_month_62,crop_reduction_month_63,crop_reduction_month_64,crop_reduction_month_65,crop_reduction_month_66,crop_reduction_month_67,crop_reduction_month_68,crop_reduction_month_69,crop_reduction_month_70,crop_reduction_month_71,crop_reduction_month_72,crop_reduction_month_73,crop_reduction_month_74,crop_reduction_month_75,crop_reduction_month_76,crop_reduction_month_77,crop_reduction_month_78,crop_reduction_month_79,crop_reduction_month_80,crop_reduction_month_81,crop_reduction_month_82,crop_reduction_month_83,crop_reduction_month_84,crop_reduction_month_85,crop_reduction_month_86,crop_reduction_month_87,crop_reduction_month_88,crop_reduction_month_89,crop_reduction_month_90,crop_reduction_month_91,crop_reduction_month_92,crop_reduction_month_93,crop_reduction_month_94,crop_reduction_month_95,crop_reduction_month_96,crop_reduction_month_97,crop_reduction_month_98,crop_reduction_month_99,crop_reduction_month_100,crop_reduction_month_101,crop_reduction_month_102,crop_reduction_month_103,crop_reduction_month_104,crop_reduction_month_105,crop_reduction_month_106,crop_reduction_month_107,crop_reduction_month_108,crop_reduction_month_109,crop_reduction_month_110,crop_reduction_month_111,crop_reduction_month_112,crop_reduction_month_113,crop_reduction_month_114,crop_reduction_month_115,crop_reduction_month_116,crop_reduction_month_117,crop_reduction_month_118,crop_reduction_month_119,crop_reduction_month_120
DOM,1.4215658755297431,1.4215658755297431,1.4215658755297431,1.4215658755297431,1.4215658755297431,1.4215658755297431,1.4215658755297431,1.4215658755297431,1.4215658755297431,1.4215658755297431,1.4215658755297431,1.4215658755297431,-2.480005514324101,-2.480005514324101,-2.480005514324101,-2.480005514324101,-2.480005514324101,-2.480005514324101,-2.480005514324101,-2.480005514324101,-2.480005514324101,-2.480005514324101,-2.480005514324101,-2.480005514324101,-4.993332010132645,-4.993332010132645,-4.993332010132645,-4.993332010132645,-4.993332010132645,-4.993332010132645,-4.993332010132645,-4.993332010132645,-4.993332010132645,-4.993332010132645,-4.993332010132645,-4.993332010132645,-6.727185879820787,-6.727185879820787,-6.727185879820787,-6.727185879820787,-6.727185879820787,-6.727185879820787,-6.727185879820787,-6.727185879820787,-6.727185879820787,-6.727185879820787,-6.727185879820787,-6.727185879820787,-4.864425834110519,-4.864425834110519,-4.864425834110519,-4.864425834110519,-4.864425834110519,-4.864425834110519,-4.864425834110519,-4.864425834110519,-4.864425834110519,-4.864425834110519,-4.864425834110519,-4.864425834110519,-3.306468700435025,-3.306468700435025,-3.306468700435025,-3.306468700435025,-3.306468700435025,-3.306468700435025,-3.306468700435025,-3.306468700435025,-3.306468700435025,-3.306468700435025,-3.306468700435025,-3.306468700435025,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,-1.1862909854407875,2.187908205370329,2.187908205370329,2.187908205370329,2.187908205370329,2.187908205370329,2.187908205370329,2.187908205370329,2.187908205370329,2.187908205370329,2.187908205370329,2.187908205370329,2.187908205370329,-0.521530848185805,-0.521530848185805,-0.521530848185805,-0.521530848185805,-0.521530848185805,-0.521530848185805,-0.521530848185805,-0.521530848185805,-0.521530848185805,-0.521530848185805,-0.521530848185805,-0.521530848185805,0.5119184621166192,0.5119184621166192,0.5119184621166192,0.5119184621166192,0.5119184621166192,0.5119184621166192,0.5119184621166192,0.5119184621166192,0.5119184621166192,0.5119184621166192,0.5119184621166192,0.5119184621166192
ECU,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-0.39049012344449835,-6.296453699052221,-6.296453699052221,-6.296453699052221,-6.296453699052221,-6.296453699052221,-6.296453699052221,-6.296453699052221,-6.296453699052221,-6.296453699052221,-6.296453699052221,-6.296453699052221,-6.296453699052221,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.052221937752721,-8.22317976516812,-8.22317976516812,-8.22317976516812,-8.22317976516812,-8.22317976516812,-8.22317976516812,-8.22317976516812,-8.22317976516812,-8.22317976516812,-8.22317976516812,-8.22317976516812,-8.22317976516812,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.104289184543744,-7.189831694468615,-7.189831694468615,-7.189831694468615,-7.189831694468615,-7.189831694468615,-7.189831694468615,-7.189831694468615,-7.189831694468615,-7.189831694468615,-7.189831694468615,-7.189831694468615,-7.189831694468615,-6.04770353477435,-6.04770353477435,-6.04770353477435,-6.04770353477435,-6.04770353477435,-6.04770353477435,-6.04770353477435,-6.04770353477435,-6.04770353477435,-6.04770353477435,-6.04770353477435,-6.04770353477435,-4.686514474799021,-4.686514474799021,-4.686514474799021,-4.686514474799021,-4.686514474799021,-4.686514474799021,-4.686514474799021,-4.686514474799021,-4.686514474799021,-4.686514474799021,-4.686514474799021,-4.686514474799021,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-2.9831370058223783,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149,-1.7810421826345149
EGY,-5.961060416545511,-5.961060416545511,-5.961060416545511,-5.961060416545511,-5.961060416545511,-5.961060416545511,-5.961060416545511,-5.961060416545511,-5.961060416545511,-5.961060416545511,-5.961060416545511,-5.961060416545511,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.215663727059592,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-6.2072523761414145,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.617271125586732,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-5.1766578184749195,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-2.9593184660442318,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-1.3908989084276309,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.6712921558802284,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.2897451876220483,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504,-0.26395999901300504
SLV,-2.82975816853096,-2.82975816853096,-2.82975816853096,-2.82975816853096,-2.82975816853096,-2.82975816853096,-2.82975816853096,-2.82975816853096,-2.82975816853096,-2.82975816853096,-2.82975816853096,-2.82975816853096,-6.820199344895162,-6.820199344895162,-6.820199344895162,-6.820199344895162,-6.820199344895162,-6.820199344895162,-6.820199344895162,-6.820199344895162,-6.820199344895162,-6.820199344895162,-6.820199344895162,-6.820199344895162,-7.161681554313636,-7.161681554313636,-7.161681554313636,-7.161681554313636,-7.161681554313636,-7.161681554313636,-7.161681554313636,-7.161681554313636,-7.161681554313636,-7.161681554313636,-7.161681554313636,-7.161681554313636,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.736037012365682,-6.601948745099615,-6.601948745099615,-6.601948745099615,-6.601948745099615,-6.601948745099615,-6.601948745099615,-6.601948745099615,-6.601948745099615,-6.601948745099615,-6.601948745099615,-6.601948745099615,-6.601948745099615,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,-3.8880511003802134,0.5358088403766533,0.5358088403766533,0.5358088403766533,0.5358088403766533,0.5358088403766533,0.5358088403766533,0.5358088403766533,0.5358088403766533,0.5358088403766533,0.5358088403766533,0.5358088403766533,0.5358088403766533,1.5026116186421816,1.5026116186421816,1.5026116186421816,1.5026116186421816,1.5026116186421816,1.5026116186421816,1.5026116186421816,1.5026116186421816,1.5026116186421816,1.5026116186421816,1.5026116186421816,1.5026116186421816,4.140467430379192,4.140467430379192,4.140467430379192,4.140467430379192,4.140467430379192,4.140467430379192,4.140467430379192,4.140467430379192,4.140467430379192,4.140467430379192,4.140467430379192,4.140467430379192,3.785402439786603,3.785402439786603,3.785402439786603,3.785402439786603,3.785402439786603,3.785402439786603,3.785402439786603,3.785402439786603,3.785402439786603,3.785402439786603,3.785402439786603,3.785402439786603
ERI,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-0.9707593034987192,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.584685792624222,-4.863905070778631,-4.863905070778631,-4.863905070778631,-4.863905070778631,-4.863905070778631,-4.863905070778631,-4.863905070778631,-4.863905070778631,-4.863905070778631,-4.863905070778631,-4.863905070778631,-4.863905070778631,-5.073899046718939,-5.073899046718939,-5.073899046718939,-5.073899046718939,-5.073899046718939,-5.073899046718939,-5.073899046718939,-5.073899046718939,-5.073899046718939,-5.073899046718939,-5.073899046718939,-5.073899046718939,-3.884458689082473,-3.884458689082473,-3.884458689082473,-3.884458689082473,-3.884458689082473,-3.884458689082473,-3.884458689082473,-3.884458689082473,-3.884458689082473,-3.884458689082473,-3.884458689082473,-3.884458689082473,-4.105776615479087,-4.105776615479087,-4.105776615479087,-4.105776615479087,-4.105776615479087,-4.105776615479087,-4.105776615479087,-4.105776615479087,-4.105776615479087,-4.105776615479087,-4.105776615479087,-4.105776615479087,-2.068504936867012,-2.068504936867012,-2.068504936867012,-2.068504936867012,-2.068504936867012,-2.068504936867012,-2.068504936867012,-2.068504936867012,-2.068504936867012,-2.068504936867012,-2.068504936867012,-2.068504936867012,0.541626828809435,0.541626828809435,0.541626828809435,0.541626828809435,0.541626828809435,0.541626828809435,0.541626828809435,0.541626828809435,0.541626828809435,0.541626828809435,0.541626828809435,0.541626828809435,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.13307052296168168,0.6710906762576775,0.6710906762576775,0.6710906762576775,0.6710906762576775,0.6710906762576775,0.6710906762576775,0.6710906762576775,0.6710906762576775,0.6710906762576775,0.6710906762576775,0.6710906762576775,0.6710906762576775
SWT,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-0.45702623076880083,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.33420458306011,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-5.8072736515452545,-6.872885517641627,-6.872885517641627,-6.872885517641627,-6.872885517641627,-6.872885517641627,-6.872885517641627,-6.872885517641627,-6.872885517641627,-6.872885517641627,-6.872885517641627,-6.872885517641627,-6.872885517641627,-5.945809738065814,-5.945809738065814,-5.945809738065814,-5.945809738065814,-5.945809738065814,-5.945809738065814,-5.945809738065814,-5.945809738065814,-5.945809738065814,-5.945809738065814,-5.945809738065814,-5.945809738065814,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-6.1431701438170485,-4.526507194901157,-4.526507194901157,-4.526507194901157,-4.526507194901157,-4.526507194901157,-4.526507194901157,-4.526507194901157,-4.526507194901157,-4.526507194901157,-4.526507194901157,-4.526507194901157,-4.526507194901157,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.1035521411446374,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-2.7523920543201643,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833,-1.8242786854977833
ETH,-5.168990041661558,-5.168990041661558,-5.168990041661558,-5.168990041661558,-5.168990041661558,-5.168990041661558,-5.168990041661558,-5.168990041661558,-5.168990041661558,-5.168990041661558,-5.168990041661558,-5.168990041661558,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.1542850869537356,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.333867382275475,-7.175250174851409,-7.175250174851409,-7.175250174851409,-7.175250174851409,-7.175250174851409,-7.175250174851409,-7.175250174851409,-7.175250174851409,-7.175250174851409,-7.175250174851409,-7.175250174851409,-7.175250174851409,-6.372663455553183,-6.372663455553183,-6.372663455553183,-6.372663455553183,-6.372663455553183,-6.372663455553183,-6.372663455553183,-6.372663455553183,-6.372663455553183,-6.372663455553183,-6.372663455553183,-6.372663455553183,-7.054175013201482,-7.054175013201482,-7.054175013201482,-7.054175013201482,-7.054175013201482,-7.054175013201482,-7.054175013201482,-7.054175013201482,-7.054175013201482,-7.054175013201482,-7.054175013201482,-7.054175013201482,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.967325781561622,-5.203398860407462,-5.203398860407462,-5.203398860407462,-5.203398860407462,-5.203398860407462,-5.203398860407462,-5.203398860407462,-5.203398860407462,-5.203398860407462,-5.203398860407462,-5.203398860407462,-5.203398860407462,-4.206195940236057,-4.206195940236057,-4.206195940236057,-4.206195940236057,-4.206195940236057,-4.206195940236057,-4.206195940236057,-4.206195940236057,-4.206195940236057,-4.206195940236057,-4.206195940236057,-4.206195940236057,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216,-1.3315718677273216
FJI,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334
GAB,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-0.43152394320428167,-6.303493192042873,-6.303493192042873,-6.303493192042873,-6.303493192042873,-6.303493192042873,-6.303493192042873,-6.303493192042873,-6.303493192042873,-6.303493192042873,-6.303493192042873,-6.303493192042873,-6.303493192042873,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.527522143746155,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.63047458548652,-7.751323928732636,-7.751323928732636,-7.751323928732636,-7.751323928732636,-7.751323928732636,-7.751323928732636,-7.751323928732636,-7.751323928732636,-7.751323928732636,-7.751323928732636,-7.751323928732636,-7.751323928732636,-6.570171161708977,-6.570171161708977,-6.570171161708977,-6.570171161708977,-6.570171161708977,-6.570171161708977,-6.570171161708977,-6.570171161708977,-6.570171161708977,-6.570171161708977,-6.570171161708977,-6.570171161708977,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-5.7515134365033544,-4.440967016605919,-4.440967016605919,-4.440967016605919,-4.440967016605919,-4.440967016605919,-4.440967016605919,-4.440967016605919,-4.440967016605919,-4.440967016605919,-4.440967016605919,-4.440967016605919,-4.440967016605919,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-3.2533089599427942,-1.31863112679961,-1.31863112679961,-1.31863112679961,-1.31863112679961,-1.31863112679961,-1.31863112679961,-1.31863112679961,-1.31863112679961,-1.31863112679961,-1.31863112679961,-1.31863112679961,-1.31863112679961
GMB,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,-3.3321831656904473,31.862985239523283,31.862985239523283,31.862985239523283,31.862985239523283,31.862985239523283,31.862985239523283,31.862985239523283,31.862985239523283,31.862985239523283,31.862985239523283,31.862985239523283,31.862985239523283,13.564437260783846,13.564437260783846,13.564437260783846,13.564437260783846,13.564437260783846,13.564437260783846,13.564437260783846,13.564437260783846,13.564437260783846,13.564437260783846,13.564437260783846,13.564437260783846,0.5584661164650417,0.5584661164650417,0.5584661164650417,0.5584661164650417,0.5584661164650417,0.5584661164650417,0.5584661164650417,0.5584661164650417,0.5584661164650417,0.5584661164650417,0.5584661164650417,0.5584661164650417,-2.961794320848583,-2.961794320848583,-2.961794320848583,-2.961794320848583,-2.961794320848583,-2.961794320848583,-2.961794320848583,-2.961794320848583,-2.961794320848583,-2.961794320848583,-2.961794320848583,-2.961794320848583,5.115780794897996,5.115780794897996,5.115780794897996,5.115780794897996,5.115780794897996,5.115780794897996,5.115780794897996,5.115780794897996,5.115780794897996,5.115780794897996,5.115780794897996,5.115780794897996,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.0723128228949075,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.9782789099267397,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.2086741542087434,-3.918570082009465,-3.918570082009465,-3.918570082009465,-3.918570082009465,-3.918570082009465,-3.918570082009465,-3.918570082009465,-3.918570082009465,-3.918570082009465,-3.918570082009465,-3.918570082009465,-3.918570082009465
GEO,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.226858952932284,-8.29127755278457,-8.29127755278457,-8.29127755278457,-8.29127755278457,-8.29127755278457,-8.29127755278457,-8.29127755278457,-8.29127755278457,-8.29127755278457,-8.29127755278457,-8.29127755278457,-8.29127755278457,-6.113163609425261,-6.113163609425261,-6.113163609425261,-6.113163609425261,-6.113163609425261,-6.113163609425261,-6.113163609425261,-6.113163609425261,-6.113163609425261,-6.113163609425261,-6.113163609425261,-6.113163609425261,-4.57900248378843,-4.57900248378843,-4.57900248378843,-4.57900248378843,-4.57900248378843,-4.57900248378843,-4.57900248378843,-4.57900248378843,-4.57900248378843,-4.57900248378843,-4.57900248378843,-4.57900248378843,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.624731595425951,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-3.3110953570857116,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576,-1.7020592201591576
